id,baslik,url,metin,sair,kitap_adi,yayin_yili,donem,kelime_sayisi
21,Milyon Kere Ayten,https://www.antoloji.com/milyon-kere-ayten-siiri/,"Ben bir Ayten'dir tutturmuşum

Oh ne iyi 

Ayten'li içkiler içip sarhoş oluyorum

Ne güzel

Hoşuma gitmiyorsa rengi denizlerin

Biraz Ayten sürüyorum, güzelleşiyor

Şarkılar söylüyorum

Şiirler yazıyorum, Ayten üstüne

Saatim her zaman ya Ayten’e beş var

Ya Ayten’i beş geçiyor.
Ne yana baksam gördüğüm o

Gözümü yumsam aklımdan Ayten geçiyor

Bana sorarsanız mevsimlerden Ayten’deyiz

Günlerden Aytenertesidir

Odur gün gün beni yaşatan

Onun kokusu sarmıştır sokakları

Onun gözleridir şafakta gördüğüm 

Akşam kızıllığında onun dudakları.
Başka kadını övmeyin yanımda gücenirim

Ayten’i övecekseniz ne ala, oturabilirsiniz

Bir kadehte sizinle içeriz 

Ayten’li iki laf ederiz

Onu siz de seversiniz benim gibi

Ama yağma yok

Ayten’i size bırakmam

Alın, tek kat elbisemi size vereyim

Cebimde bir on liram var

Onu da alın gerekirse

Ben Ayten’i düşünürüm üşümem

Üç kere adını tekrarlarım karnım doyar 

Parasızlık da bir şey mi? 

Ölüm bile kötü değil 

Aytensizlik kadar! 
Ona uğramayan gemiler batsın

Ondan geçmeyen trenler devrilsin

Onu sevmeyen yürek taş kesilsin

Kapansın onu görmeyen gözler

Onu övmeyen diller kurusun

İki kere iki dört, elde var Ayten

Bundan böyle dünyada

Aşkın adı Ayten olsun.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 16.12.2000 12:27:00",,,,Belirsiz,181
22,Milyon Kere Ayten,https://www.antoloji.com/milyon-kere-ayten-siiri/?siralama=p,"Ben bir Ayten'dir tutturmuşum

Oh ne iyi 

Ayten'li içkiler içip sarhoş oluyorum

Ne güzel

Hoşuma gitmiyorsa rengi denizlerin

Biraz Ayten sürüyorum, güzelleşiyor

Şarkılar söylüyorum

Şiirler yazıyorum, Ayten üstüne

Saatim her zaman ya Ayten’e beş var

Ya Ayten’i beş geçiyor.
Ne yana baksam gördüğüm o

Gözümü yumsam aklımdan Ayten geçiyor

Bana sorarsanız mevsimlerden Ayten’deyiz

Günlerden Aytenertesidir

Odur gün gün beni yaşatan

Onun kokusu sarmıştır sokakları

Onun gözleridir şafakta gördüğüm 

Akşam kızıllığında onun dudakları.
Başka kadını övmeyin yanımda gücenirim

Ayten’i övecekseniz ne ala, oturabilirsiniz

Bir kadehte sizinle içeriz 

Ayten’li iki laf ederiz

Onu siz de seversiniz benim gibi

Ama yağma yok

Ayten’i size bırakmam

Alın, tek kat elbisemi size vereyim

Cebimde bir on liram var

Onu da alın gerekirse

Ben Ayten’i düşünürüm üşümem

Üç kere adını tekrarlarım karnım doyar 

Parasızlık da bir şey mi? 

Ölüm bile kötü değil 

Aytensizlik kadar! 
Ona uğramayan gemiler batsın

Ondan geçmeyen trenler devrilsin

Onu sevmeyen yürek taş kesilsin

Kapansın onu görmeyen gözler

Onu övmeyen diller kurusun

İki kere iki dört, elde var Ayten

Bundan böyle dünyada

Aşkın adı Ayten olsun.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 16.12.2000 12:27:00",,,,Belirsiz,181
23,Unutamiyorum,https://www.antoloji.com/unutamiyorum-siiri/,"Unut demek kolay gel bana sor bir de,

Unutamıyorum işte unutamıyorum,

Birşey var şuramda beni kahreden,

Şuramda tam yüreğimin üstünde,

Çakılı duran birşey var,

Elimde değil söküp atamıyorum.
Dalıp dalıp gidiyor gözlerim derinlere,

Kimi görsem biraz sana benziyor,

Seni hatırlatıyor şu bulut, şu gökyüzü,

Şu kayalıkları döven deniz,

Şu hüzünlü melodi, şu napoliten şarkı,

Bir zamanlar beraber dinlediğimiz.
Boyuna seni düşünüyorum durmadan usanmadan,

Şimdi diyorum o ne yapıyor acaba,

O güzelim gözleri kime bakıyor,

O canım elleri nerde,

Oysa günler o günler değil,

Ve kalan şimdi sadece özlemin gecelerde.
Durup durup seni büyütüyorum içimde,

Seninle acılar büyütüyorum,

Yeni yeni kederler büyütüyorum dayanılmaz,

Kirli sular yürütüyor iliklerime,

Bir zehir karışıyor kanıma anlıyor musun.
Bir daha görsem seni diyorum bir daha görsem,

Birgün olsun bir dakika olsun,

Unut demek kolay,gel bana sor bir de,

Hatırladıkça gözyaşlarımı tutamıyorum.
Dilimin ucunda sen,

Başımın içinde sen,

Kader misin,ecel misin nesin sen,

Unutamıyorum işte unutamıyorum.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 11.6.2000 16:13:00",,,,Belirsiz,157
24,Unutamiyorum,https://www.antoloji.com/unutamiyorum-siiri/?siralama=p,"Unut demek kolay gel bana sor bir de,

Unutamıyorum işte unutamıyorum,

Birşey var şuramda beni kahreden,

Şuramda tam yüreğimin üstünde,

Çakılı duran birşey var,

Elimde değil söküp atamıyorum.
Dalıp dalıp gidiyor gözlerim derinlere,

Kimi görsem biraz sana benziyor,

Seni hatırlatıyor şu bulut, şu gökyüzü,

Şu kayalıkları döven deniz,

Şu hüzünlü melodi, şu napoliten şarkı,

Bir zamanlar beraber dinlediğimiz.
Boyuna seni düşünüyorum durmadan usanmadan,

Şimdi diyorum o ne yapıyor acaba,

O güzelim gözleri kime bakıyor,

O canım elleri nerde,

Oysa günler o günler değil,

Ve kalan şimdi sadece özlemin gecelerde.
Durup durup seni büyütüyorum içimde,

Seninle acılar büyütüyorum,

Yeni yeni kederler büyütüyorum dayanılmaz,

Kirli sular yürütüyor iliklerime,

Bir zehir karışıyor kanıma anlıyor musun.
Bir daha görsem seni diyorum bir daha görsem,

Birgün olsun bir dakika olsun,

Unut demek kolay,gel bana sor bir de,

Hatırladıkça gözyaşlarımı tutamıyorum.
Dilimin ucunda sen,

Başımın içinde sen,

Kader misin,ecel misin nesin sen,

Unutamıyorum işte unutamıyorum.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 11.6.2000 16:13:00",,,,Belirsiz,157
25,Unutma ki,https://www.antoloji.com/unutma-ki-siiri/,"Sen uykusuzluk nedir bilir misin

Tırnaklarınla yastığını parçaladın mı

Gözlerini tavana dikip

Düşündüğün oldu mu bütün gece

Ve bütün bir gün

Belki gelir ümidiyle bekledin mi hiç?

Gelmeyince

Seni aramayınca

Ölesiye ağladın mı?

Sonra çekilip en koyusuna yalnızlıkların

Ona ait ne varsa

Bir bir hatırladın mı
Sen günden güne erimeyi bilir misin

Dev bir ağacın vakarı içinde ölmeyi

Bir teselli aramayı

Issız parklarda, tenha sokaklarda

Ve bütün şehir uyurken uzaklarda

Deli divane yollara düşüp

Yaşlanmış bir köpek gibi

Eskimiş bir gömlek gibi

Atılmışlığını hissettiğin oldu mu

Sevmekten

Günler geceler boyunca yürümekten

Elin, ayağın, kalbin yoruldu mu
Sen yalnızlığın acısını bilir misin

Unutulmak bir hançer gibi saplandı mı sırtına

İçinde kıskançlığın zehirli çiçekleri açtı mı

Bütün gururunu çiğneyip

Sevdiğinin geçtiği yollarda

Bastığı toprakları eğilip öptün mü

Sen çaresizlik nedir bilir misin

Sen yokluk nedir gördün mü

Yanan başını

Duvarlara vurup parçalamak geldi mi içinden

Sen her gün bin defa öldün mü
Böyleyim diye ayıplama beni

Bir gün kendimi

Sonsuzluğun koynuna bırakırsam

Yaralı ve yenik bir asker gibi

Darılma

Unutma ki

Her seven adsız bir kahramandır

Unutma ki

İnsan; sevebildiği kadar insandır.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 17.10.2000 12:45:00",,,,Belirsiz,188
26,Unutma ki,https://www.antoloji.com/unutma-ki-siiri/?siralama=p,"Sen uykusuzluk nedir bilir misin

Tırnaklarınla yastığını parçaladın mı

Gözlerini tavana dikip

Düşündüğün oldu mu bütün gece

Ve bütün bir gün

Belki gelir ümidiyle bekledin mi hiç?

Gelmeyince

Seni aramayınca

Ölesiye ağladın mı?

Sonra çekilip en koyusuna yalnızlıkların

Ona ait ne varsa

Bir bir hatırladın mı
Sen günden güne erimeyi bilir misin

Dev bir ağacın vakarı içinde ölmeyi

Bir teselli aramayı

Issız parklarda, tenha sokaklarda

Ve bütün şehir uyurken uzaklarda

Deli divane yollara düşüp

Yaşlanmış bir köpek gibi

Eskimiş bir gömlek gibi

Atılmışlığını hissettiğin oldu mu

Sevmekten

Günler geceler boyunca yürümekten

Elin, ayağın, kalbin yoruldu mu
Sen yalnızlığın acısını bilir misin

Unutulmak bir hançer gibi saplandı mı sırtına

İçinde kıskançlığın zehirli çiçekleri açtı mı

Bütün gururunu çiğneyip

Sevdiğinin geçtiği yollarda

Bastığı toprakları eğilip öptün mü

Sen çaresizlik nedir bilir misin

Sen yokluk nedir gördün mü

Yanan başını

Duvarlara vurup parçalamak geldi mi içinden

Sen her gün bin defa öldün mü
Böyleyim diye ayıplama beni

Bir gün kendimi

Sonsuzluğun koynuna bırakırsam

Yaralı ve yenik bir asker gibi

Darılma

Unutma ki

Her seven adsız bir kahramandır

Unutma ki

İnsan; sevebildiği kadar insandır.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 17.10.2000 12:45:00",,,,Belirsiz,188
27,Aldanış,https://www.antoloji.com/aldanis-siiri/,"Yıkılmak,ezilmek her gün biraz daha

Dostlar değişiyor aldanmalar değil,

Aksimizden eser yok şimdi o sularda

Çirkin olan biziz aynalar değil...
Şerefsiz ellerin şerefe kaldırdıkları

Şişeler,kadehler o cam kırıkları

Götürün,götürün bu aydınlıkları

İçimde güz başladı ilkbahar değil,
Ne bir anlayışlı el,ne bir dost bakış

Biraz ümit,biraz hayal sonra aldanış

En güvendiğimiz tepelere kar yağmış

Deniz o deniz değil,dağlar o dağlar değil...

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 11.1.2001 12:59:00",,,,Belirsiz,68
28,Aldanış,https://www.antoloji.com/aldanis-siiri/?siralama=p,"Yıkılmak,ezilmek her gün biraz daha

Dostlar değişiyor aldanmalar değil,

Aksimizden eser yok şimdi o sularda

Çirkin olan biziz aynalar değil...
Şerefsiz ellerin şerefe kaldırdıkları

Şişeler,kadehler o cam kırıkları

Götürün,götürün bu aydınlıkları

İçimde güz başladı ilkbahar değil,
Ne bir anlayışlı el,ne bir dost bakış

Biraz ümit,biraz hayal sonra aldanış

En güvendiğimiz tepelere kar yağmış

Deniz o deniz değil,dağlar o dağlar değil...

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 11.1.2001 12:59:00",,,,Belirsiz,68
29,Her Gün Seninle,https://www.antoloji.com/her-gun-seninle-siiri/,"Güzel olan 

her günü seninle tekrar tekrar yaşamak

erimek yarını olmayan zamanlarda

durdurmak bir yerde bütün saatleri

bütün kuralları kırıp parçalamak

sonra varmak o yerlere

mevsimlere dur demek

kar yağarken çiçek açtırmak ağaçlara

güneşi bir akşam saatinde tutup bırakmamak

sonra doldurmak ayışığını kadehlere

delicesine içmek

ve unutabilmek her şeyi ansızın

sevmek seni en yücesiyle sevgilerin

birlikte geçmiş, gelecek bütün çağları aşmak

güzel olan

sevmek seni Tanrılar gibi

seninle Tanrılaşmak
Bir gün bu akan sele dur diyeceğim

göreceksin

ne bu şehirler kalacak

ne bu duygusuz sürü

bu korkunç kalabalık

her vapur seni getirecek bana

bütün istasyonlarda seni bekleyeceğim

kapılar sana açılacak

senin için söylenecek şarkılar

şiirler senin için yazılacak

her evde bir resmin

her meydanda bir heykelin olacak

ve sen kimi gün bir rüzgar gibi

kimi gün denizler gibi, bulutlar gibi

kopup ötelerden, ötelerden

yalnız bana geleceksin

bir gün bu akan sele dur diyeceğim

göreceksin
Ben eskimeyen tek güzelliği sende gördüm

sende buldum erişilmez hazları

yanında sıyrıldım korkulardan, yalanlardan

duyguların en ölmezini sende duydum

susuzluğum dudaklarında dindi

yalnızlığım ellerinde 

çoğu gün unuttum açlığımı

sende doydum

ilk defa seninle bütünlendim, anlıyor musun

anladım yaşadığımı her nefes alışta

seninle geçtim bütün zamanlardan

seninle var oldum

eridim seninle bir sonsuz çalkanışta
Boynunda bir yer vardır ben bilirim

ne zaman oradan öpsem değişir gözlerinin rengi

yanar dudakların, terler avuçların

dökülür kapkara bir aydınlık gibi omuzlarına saçların

gitgide artar kalbinin vuruşları

bir musiki halinde dünyamı doldurur

ansızın bütün sesler kesilir

zaman durur

bir başdönmesi başlar o en yükseklerde

her gün seninle yeniden varoluruz

eriyip kaybolduğumuz yerde.
Sesini duymadığım gün

yaşanmış değil

açan çiçek değil

öten kuş değil

yüzünü görmediğim gün 

içimde yıldızlar sönük

güneşler güneş değil

seni sevmediğim gün

seni anmadığım gün

olacak iş değil
balıklar denize muhtaç

çiçekler toprağa ve suya

umutsuz yaşamıyor insanlar

dal yapraksız olmuyor

meyva ağaçsız

Tanrı bizsiz Tanrı değil

biz Tanrı'ya muhtacız

ve ben de sana muhtacım sevdiğim

su gibi, ekmek gibi

adın dudaklarımda

bir sabah uyanınca

nefes alabilmek gibi
Her günüm seninle geçsin

o güneşe en yakın 

kimsenin varamayacağı bir dağbaşında

uçsuz bucaksız uzak denizlerde

insan ayağı değmemiş ormanlarda

uzaklarda, en uzaklarda

o gemilerin uğramadığı limanlarda

ışığım ol, alınyazım ol benim

vatanım ol, evim ol

yeter ki bir ömür boyu benim ol

her günüm seninle geçsin.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 25.3.2001 01:43:00",,,,Belirsiz,374
30,Her Gün Seninle,https://www.antoloji.com/her-gun-seninle-siiri/?siralama=p,"Güzel olan 

her günü seninle tekrar tekrar yaşamak

erimek yarını olmayan zamanlarda

durdurmak bir yerde bütün saatleri

bütün kuralları kırıp parçalamak

sonra varmak o yerlere

mevsimlere dur demek

kar yağarken çiçek açtırmak ağaçlara

güneşi bir akşam saatinde tutup bırakmamak

sonra doldurmak ayışığını kadehlere

delicesine içmek

ve unutabilmek her şeyi ansızın

sevmek seni en yücesiyle sevgilerin

birlikte geçmiş, gelecek bütün çağları aşmak

güzel olan

sevmek seni Tanrılar gibi

seninle Tanrılaşmak
Bir gün bu akan sele dur diyeceğim

göreceksin

ne bu şehirler kalacak

ne bu duygusuz sürü

bu korkunç kalabalık

her vapur seni getirecek bana

bütün istasyonlarda seni bekleyeceğim

kapılar sana açılacak

senin için söylenecek şarkılar

şiirler senin için yazılacak

her evde bir resmin

her meydanda bir heykelin olacak

ve sen kimi gün bir rüzgar gibi

kimi gün denizler gibi, bulutlar gibi

kopup ötelerden, ötelerden

yalnız bana geleceksin

bir gün bu akan sele dur diyeceğim

göreceksin
Ben eskimeyen tek güzelliği sende gördüm

sende buldum erişilmez hazları

yanında sıyrıldım korkulardan, yalanlardan

duyguların en ölmezini sende duydum

susuzluğum dudaklarında dindi

yalnızlığım ellerinde 

çoğu gün unuttum açlığımı

sende doydum

ilk defa seninle bütünlendim, anlıyor musun

anladım yaşadığımı her nefes alışta

seninle geçtim bütün zamanlardan

seninle var oldum

eridim seninle bir sonsuz çalkanışta
Boynunda bir yer vardır ben bilirim

ne zaman oradan öpsem değişir gözlerinin rengi

yanar dudakların, terler avuçların

dökülür kapkara bir aydınlık gibi omuzlarına saçların

gitgide artar kalbinin vuruşları

bir musiki halinde dünyamı doldurur

ansızın bütün sesler kesilir

zaman durur

bir başdönmesi başlar o en yükseklerde

her gün seninle yeniden varoluruz

eriyip kaybolduğumuz yerde.
Sesini duymadığım gün

yaşanmış değil

açan çiçek değil

öten kuş değil

yüzünü görmediğim gün 

içimde yıldızlar sönük

güneşler güneş değil

seni sevmediğim gün

seni anmadığım gün

olacak iş değil
balıklar denize muhtaç

çiçekler toprağa ve suya

umutsuz yaşamıyor insanlar

dal yapraksız olmuyor

meyva ağaçsız

Tanrı bizsiz Tanrı değil

biz Tanrı'ya muhtacız

ve ben de sana muhtacım sevdiğim

su gibi, ekmek gibi

adın dudaklarımda

bir sabah uyanınca

nefes alabilmek gibi
Her günüm seninle geçsin

o güneşe en yakın 

kimsenin varamayacağı bir dağbaşında

uçsuz bucaksız uzak denizlerde

insan ayağı değmemiş ormanlarda

uzaklarda, en uzaklarda

o gemilerin uğramadığı limanlarda

ışığım ol, alınyazım ol benim

vatanım ol, evim ol

yeter ki bir ömür boyu benim ol

her günüm seninle geçsin.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 25.3.2001 01:43:00",,,,Belirsiz,374
31,2,https://www.antoloji.com/2-15-siiri/,"Beni hatırladıkça için ürperecek, 

Boşanan gözyaşlarını tutamayacaksın 

Boşuna zorlama kendini sevdiğim, 

Biliyorum, unutamayacaksın

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 6.12.2001 22:32:00",,,,Belirsiz,21
32,2,https://www.antoloji.com/2-15-siiri/?siralama=p,"Beni hatırladıkça için ürperecek, 

Boşanan gözyaşlarını tutamayacaksın 

Boşuna zorlama kendini sevdiğim, 

Biliyorum, unutamayacaksın

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 6.12.2001 22:32:00",,,,Belirsiz,21
33,Bir Gece Ansızın Gelebilirim,https://www.antoloji.com/bir-gece-ansizin-gelebilirim-siiri/,"Bu kadar yürekten çağırma beni! 

Bir gece ansızın gelebilirim.

Beni bekliyorsan, uyumamışsan, 

Sevinçten kapında ölebilirim.
Belki de hayata yeni başlarım, 

İçimde küllenen kor alevlenir, 

Bakarsın hiç gitmem kölen olurum, 

Belki de seversin beni kim bilir.
Kal dersen, dağlarca severim seni, 

Bir deniz olurum ayaklarında, 

Aşk bu özleyiş bu, hiç belli olmaz, 

Kalbim duruverir dudaklarında.
Ya da unuturum kim olduğumu, 

Hatırlamam belki adımı bile, 

Belki de çıldırır, deli olurum, 

Sana kavuşmanın heyacanıyla...
Aşk bu, bilinir mi nereye varır, 

Ne durdurur özlemini, seveni...

Bakarsın ansızın gelebilirim, 

Bu kadar yürekten çağırma beni.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 18:26:00",,,,Belirsiz,97
34,Bir Gece Ansızın Gelebilirim,https://www.antoloji.com/bir-gece-ansizin-gelebilirim-siiri/?siralama=p,"Bu kadar yürekten çağırma beni! 

Bir gece ansızın gelebilirim.

Beni bekliyorsan, uyumamışsan, 

Sevinçten kapında ölebilirim.
Belki de hayata yeni başlarım, 

İçimde küllenen kor alevlenir, 

Bakarsın hiç gitmem kölen olurum, 

Belki de seversin beni kim bilir.
Kal dersen, dağlarca severim seni, 

Bir deniz olurum ayaklarında, 

Aşk bu özleyiş bu, hiç belli olmaz, 

Kalbim duruverir dudaklarında.
Ya da unuturum kim olduğumu, 

Hatırlamam belki adımı bile, 

Belki de çıldırır, deli olurum, 

Sana kavuşmanın heyacanıyla...
Aşk bu, bilinir mi nereye varır, 

Ne durdurur özlemini, seveni...

Bakarsın ansızın gelebilirim, 

Bu kadar yürekten çağırma beni.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 18:26:00",,,,Belirsiz,97
35,Dost Bildiklerim,https://www.antoloji.com/dost-bildiklerim-siiri/,"Sanırdım gündüzdü onlarla gecem

İçimde ümitti dost bildiklerim

Ne zaman yıkılıp yere düştüysem

Bırakıp da gitti dost bildiklerim

Hepsi varken baharımda, yazımda: 

Kışın bir burukluk kaldı ağzımda

Seneler senesi oysa gözümde

Cihana eşitti dost bildiklerim

Nerde o sözlere kandığım günler? 

Her gülen yüzü dost sandığım günler

Acıdan kahrolup yandığım günler

Ta canıma yetti dost bildiklerim

Meydana çıkalı asil cehreler

Aydınlanmaz oldu artık geceler

Yalanlar tükendi, indi maskeler

Birer bitti dost bildiklerim

Korkar oldum bana *dostum* diyenden

Yoksa yok olandan, varsa yiyenden

Ne onlardan eser kaldı ne benden

Beni benden etti dost bildiklerim

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 19:16:00",,Bir Gün Anlarsın,1965.0,Olgunluk Dönemi (1963–1972),100
36,Dost Bildiklerim,https://www.antoloji.com/dost-bildiklerim-siiri/?siralama=p,"Sanırdım gündüzdü onlarla gecem

İçimde ümitti dost bildiklerim

Ne zaman yıkılıp yere düştüysem

Bırakıp da gitti dost bildiklerim

Hepsi varken baharımda, yazımda: 

Kışın bir burukluk kaldı ağzımda

Seneler senesi oysa gözümde

Cihana eşitti dost bildiklerim

Nerde o sözlere kandığım günler? 

Her gülen yüzü dost sandığım günler

Acıdan kahrolup yandığım günler

Ta canıma yetti dost bildiklerim

Meydana çıkalı asil cehreler

Aydınlanmaz oldu artık geceler

Yalanlar tükendi, indi maskeler

Birer bitti dost bildiklerim

Korkar oldum bana *dostum* diyenden

Yoksa yok olandan, varsa yiyenden

Ne onlardan eser kaldı ne benden

Beni benden etti dost bildiklerim

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 19:16:00",,Bir Gün Anlarsın,1965.0,Olgunluk Dönemi (1963–1972),100
37,Ayrılanlar İçin,https://www.antoloji.com/ayrilanlar-icin-siiri/,"Yollarımız burada ayrılıyor, 

Artık birbirimize iki yabancıyız.

Her ne kadar acı olsa, ne kadar güç olsa

Her şeyi evet, her şeyi unutmalıyız.
Her kederin tesellisi bulunur, üzülme.

İnsan ne kadar sevse unutabilir.

Mevsimler, gelir geçer, yıllar geçer

Sen de unutursun bir gün gelir.
Hiç yaşamamışçasına, hiç sevmemişçesine, 

Unutursun, o günlerimizi, gecelerimizi, 

O günlerce, gecelerce sevişmelerimizi...
Her şeyi evet, her şeyi unutabilirsin.

Hatta bütün yazdıklarımı satır satır, 

Kalırsa, içinde bir derin sızı kalır.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 16:50:00",,,,Belirsiz,80
38,Ayrılanlar İçin,https://www.antoloji.com/ayrilanlar-icin-siiri/?siralama=p,"Yollarımız burada ayrılıyor, 

Artık birbirimize iki yabancıyız.

Her ne kadar acı olsa, ne kadar güç olsa

Her şeyi evet, her şeyi unutmalıyız.
Her kederin tesellisi bulunur, üzülme.

İnsan ne kadar sevse unutabilir.

Mevsimler, gelir geçer, yıllar geçer

Sen de unutursun bir gün gelir.
Hiç yaşamamışçasına, hiç sevmemişçesine, 

Unutursun, o günlerimizi, gecelerimizi, 

O günlerce, gecelerce sevişmelerimizi...
Her şeyi evet, her şeyi unutabilirsin.

Hatta bütün yazdıklarımı satır satır, 

Kalırsa, içinde bir derin sızı kalır.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 16:50:00",,,,Belirsiz,80
39,Bekleyenler İçin,https://www.antoloji.com/bekleyenler-icin-siiri/,"Bir ayak sesi duymayayım

Kapıya koşuyorum

Gelen sen misin diye

Bir siyah saç görmeyeyim

Yüreğim burkuluyor

Ağlamaklı oluyorum

Her şey bana seni hatırlatıyor

Gökyüzüne baksam

Gözlerinin binlercesini görürüm

Bir rüzgar değse yüzüme

Ellerini düşünmeden edemem

Yaktığım bütün sigaraların dumanları sana benzer

Tadı senden gelir

Yediğim yemişlerin

İçtiğim içkilerin

Ve içimdeki bu dayanılmaz sıkıntı

Bu emsalsiz hüzün

Seni beklediğim içindir
Resmine bakamaz oldum

Uykulardan korkuyorum artık

Utanıyorum odamdaki bütün eşyalardan

Şu sedir hala gelip oturmanı bekliyor

Şu ayna karsısında güzelliğini seyretmeni

Şu kadeh dudaklarına değebilmek için duruyor masada
Ve şu saat geldiğin anda

Durabilir sevincinden

Zaman çıldırabilir

Çünkü benim dünyamda

Ölümsüzlük, seni sevmek demektir.

Bir çocuk doğmayı bekler

Bir ağır hasta ölmeyi

Bitkiler yağmur ve güneşi bekler

Yalnız bir kadın sevilmeyi

Ve düşün ki bir adam

İçinde bütün bekleyenlerin korkusu ve ümidi

Seni bekler

Asılmayı bekleyen bir idam mahkumu gibi
Sen gelinceye kadar

Pencerem kapalı duracak

Rüzgar gelmesin diye

Artık perdeleri açmayacağım

Gün ışığı girmesin diye

Sonra kahrolacağım

Bu karanlıkta, bu derin yalnızlıkta

Ve günlerce gecelerce haykıracağım

Nerdesin diye, Nerdesin? 

Bir gün bu kapıdan sen gireceksin

Biliyorum

Er geç bu bekleyişin bir sonu gelecek

Yıllarca sonra

Öldüğüm gün bile gelsen

Bütün bu bekleyişimi ve olduğumu unutup

Çocuklar gibi sevineceğim

Kalkıp sarılacağım ellerine

Uzun uzun ağlıyacağım.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 17:03:00",,,,Belirsiz,212
